CASE#,DATE  OF OCCURRENCE,BLOCK,IUCR,PRIMARY DESCRIPTION,SECONDARY DESCRIPTION,LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
JF174547,12/28/2021 12:17:00 PM,039XX S CALIFORNIA AVE,1582,OFFENSE INVOLVING CHILDREN,CHILD PORNOGRAPHY,POLICE FACILITY / VEHICLE PARKING LOT,N,N,921,12,17,,,,,
JE488323,12/25/2021 3:24:00 AM,113XX S PRAIRIE AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,531,9,08B,1179937,1829785,41.68819813,-87.61688926,"(41.688198129, -87.616889263)"
JE488763,12/25/2021 6:07:00 PM,027XX S KOSTNER AVE,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,SIDEWALK,N,Y,1031,22,20,1147502,1885466,41.84167522,-87.73421273,"(41.841675216, -87.734212733)"
JE488886,12/25/2021 7:30:00 PM,0000X N DEARBORN ST,810,THEFT,OVER $500,CTA TRAIN,N,N,112,42,6,1175937,1900516,41.88238173,-87.62941297,"(41.882381731, -87.629412971)"
JE488416,12/25/2021 8:15:00 AM,036XX W POLK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,1133,24,08B,1152253,1896124,41.87082976,-87.71649696,"(41.870829759, -87.716496963)"
JE469559,12/07/2021 2:50:00 PM,009XX W 31ST PL,320,ROBBERY,STRONG ARM - NO WEAPON,STREET,N,N,913,11,3,1170573,1884009,41.83720425,-87.6495922,"(41.837204252, -87.649592195)"
JE488652,12/25/2021 3:05:00 PM,0000X W 110TH ST,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,N,Y,513,34,04B,1177852,1832024,41.6943896,-87.62445479,"(41.694389603, -87.624454789)"
JE422392,10/25/2021 11:57:00 AM,061XX N HAMILTON AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,N,N,2413,40,11,1160878,1940832,41.99333695,-87.68358759,"(41.993336951, -87.683587594)"
JE422284,10/25/2021 5:55:00 PM,054XX S ARCHER AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,ALLEY,N,N,814,14,04A,1144751,1869678,41.7984028,-87.74470505,"(41.798402801, -87.744705049)"
JE488939,12/25/2021 11:41:00 PM,054XX N EAST RIVER RD,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,1614,41,14,1116632,1934851,41.97773024,-87.84646986,"(41.977730236, -87.846469859)"
JE488405,12/25/2021 7:45:00 AM,041XX S WABASH AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,APARTMENT,N,Y,213,3,04A,1177405,1877502,41.81919655,-87.62471987,"(41.81919655, -87.624719873)"
JE493010,12/22/2021 6:13:00 AM,046XX N DAMEN AVE,890,THEFT,FROM BUILDING,APARTMENT,N,N,1911,47,6,1162169,1931008,41.96635254,-87.6791148,"(41.966352538, -87.679114803)"
JE488589,12/25/2021 11:00:00 AM,031XX S ASHLAND AVE,890,THEFT,FROM BUILDING,OTHER (SPECIFY),N,N,912,12,6,1166183,1883676,41.83638523,-87.66571041,"(41.836385231, -87.66571041)"
JE421720,10/25/2021 10:16:00 AM,019XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,GOVERNMENT BUILDING / PROPERTY,N,N,132,3,08A,1177954,1891026,41.85629497,-87.62229526,"(41.856294972, -87.62229526)"
JE488259,12/25/2021 12:30:00 AM,093XX S STEWART AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,634,21,08B,1175460,1842981,41.72451086,-87.6328862,"(41.724510857, -87.632886199)"
JE421353,10/25/2021 2:55:00 AM,052XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,932,16,08B,1166233,1869872,41.79850448,-87.66592036,"(41.798504481, -87.665920362)"
JE488404,12/25/2021 7:57:00 AM,047XX S CICERO AVE,560,ASSAULT,SIMPLE,GAS STATION,N,N,815,14,08A,1145161,1872678,41.80662756,-87.74312593,"(41.806627559, -87.74312593)"
JE492649,12/13/2021 1:00:00 PM,085XX W HIGGINS RD,820,THEFT,$500 AND UNDER,HOTEL / MOTEL,N,N,1614,41,6,1118169,1938234,41.98698947,-87.84074586,"(41.986989467, -87.840745861)"
JE492638,12/15/2021 1:30:00 PM,075XX S UNION AVE,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,621,6,6,1172940,1854845,41.75712314,-87.64176766,"(41.757123141, -87.641767664)"
JE489629,12/25/2021 2:42:00 AM,027XX N MILDRED AVE,265,CRIMINAL SEXUAL ASSAULT,AGGRAVATED - OTHER,RESIDENCE,N,N,1935,43,2,1169807,1918428,41.93166907,-87.65139934,"(41.93166907, -87.651399336)"
JE488472,12/25/2021 10:20:00 AM,116XX S ADA ST,1780,OFFENSE INVOLVING CHILDREN,OTHER OFFENSE,RESIDENCE,N,N,524,34,20,1169419,1827650,41.68257293,-87.65545632,"(41.682572929, -87.655456319)"
JE488269,12/25/2021 1:33:00 AM,020XX W 50TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,931,15,08B,1163644,1871508,41.80304864,-87.67536885,"(41.803048635, -87.675368849)"
JE384680,09/23/2021 1:43:00 PM,079XX S INGLESIDE AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,N,N,624,8,15,,,,,
JE488253,12/25/2021 12:30:00 AM,007XX E 88TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,632,8,08B,1182753,1846794,41.73480823,-87.60605425,"(41.734808226, -87.606054251)"
JE488741,12/25/2021 5:00:00 PM,035XX S COTTAGE GROVE AVE,820,THEFT,$500 AND UNDER,CHA HALLWAY / STAIRWELL / ELEVATOR,N,Y,212,4,6,1181307,1881665,41.83053093,-87.61027746,"(41.830530933, -87.610277459)"
JE488920,12/25/2021 10:14:00 PM,080XX S BISHOP ST,560,ASSAULT,SIMPLE,STREET,N,N,612,21,08A,1168062,1851530,41.74813254,-87.65973988,"(41.748132542, -87.659739879)"
JE423836,10/25/2021 2:25:00 PM,120XX S STEWART AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,523,34,14,1175791,1825173,41.67563571,-87.63220478,"(41.675635706, -87.632204784)"
JE488624,12/25/2021 2:26:00 PM,053XX N BROADWAY,1310,CRIMINAL DAMAGE,TO PROPERTY,GROCERY FOOD STORE,N,N,2023,48,14,1167347,1935654,41.97899124,-87.65994197,"(41.978991238, -87.659941972)"
JE492786,12/18/2021 3:24:00 PM,015XX E 76TH PL,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,VACANT LOT / LAND,N,N,411,5,26,1187707,1854562,41.75600807,-87.58765854,"(41.756008068, -87.58765854)"
JE488769,12/25/2021 5:52:00 PM,100XX S CARPENTER ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,Y,Y,2232,34,08B,1171087,1838321,41.71181966,-87.64904008,"(41.711819657, -87.649040082)"
JE490559,12/25/2021 7:30:00 AM,037XX W DIVERSEY AVE,031A,ROBBERY,ARMED - HANDGUN,RESIDENCE,N,Y,2524,31,3,1150780,1918354,41.93186,-87.72132266,"(41.931859997, -87.721322663)"
JE393393,09/30/2021 6:54:00 PM,121XX S MICHIGAN AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,N,Y,532,9,17,1179033,1824295,41.67315334,-87.62036503,"(41.673153338, -87.620365034)"
JE421329,10/25/2021 1:00:00 AM,042XX W 63RD ST,430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,BAR OR TAVERN,N,N,813,23,04B,1149268,1862490,41.77859173,-87.72832558,"(41.778591732, -87.72832558)"
JE422438,10/25/2021 9:10:00 PM,030XX W CORTLAND ST,1811,NARCOTICS,POSSESS - CANNABIS 30 GRAMS OR LESS,STREET,Y,N,1421,1,18,1155862,1912468,41.91560729,-87.70280604,"(41.915607287, -87.702806042)"
JE488574,12/25/2021 2:19:00 AM,070XX S EAST END AVE,820,THEFT,$500 AND UNDER,STREET,N,N,332,5,6,1188992,1858728,41.76740927,-87.58281617,"(41.767409273, -87.582816167)"
JE421831,10/25/2021 6:53:00 AM,030XX N SAYRE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2511,29,6,1129046,1919837,41.93632747,-87.80115939,"(41.936327474, -87.801159393)"
JE488732,12/25/2021 5:15:00 PM,012XX W ROOSEVELT RD,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,N,N,1233,25,6,1168413,1894846,41.86698884,-87.65720501,"(41.866988841, -87.657205006)"
JE488750,12/25/2021 8:00:00 AM,013XX N PARKSIDE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,RESIDENCE,N,N,2531,29,26,1138429,1908325,41.90457225,-87.76695472,"(41.904572246, -87.76695472)"
JE421535,10/25/2021 7:00:00 AM,082XX S CLYDE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,414,8,7,1191619,1850850,41.74572808,-87.57344232,"(41.745728081, -87.573442315)"
JE486800,12/23/2021 10:00:00 AM,0000X W 111TH PL,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,522,34,5,1177831,1831029,41.69165965,-87.62456165,"(41.691659653, -87.624561652)"
JE488638,12/25/2021 2:20:00 PM,042XX W MONROE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,STREET,Y,N,1115,28,18,1148068,1899322,41.87968694,-87.73177941,"(41.879686941, -87.731779408)"
JE422473,10/25/2021 7:30:00 PM,056XX S LAKE SHORE DR SB,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,N,N,331,5,04A,1189613,1868138,41.79321614,-87.5802379,"(41.793216138, -87.580237899)"
JE422030,10/25/2021 2:48:00 PM,119XX S YALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,Y,522,34,14,1176759,1825794,41.67731816,-87.62864313,"(41.677318158, -87.628643125)"
JE422472,10/25/2021 6:05:00 PM,131XX S CORLISS AVE,820,THEFT,$500 AND UNDER,CHA APARTMENT,N,N,533,9,6,1184011,1818278,41.65652735,-87.60233216,"(41.656527347, -87.602332158)"
JE421367,10/25/2021 3:54:00 AM,031XX N HARLEM AVE,610,BURGLARY,FORCIBLE ENTRY,TAVERN / LIQUOR STORE,N,N,2511,29,5,1127536,1920008,41.93682231,-87.80670506,"(41.936822307, -87.806705062)"
JE422433,10/25/2021 7:50:00 PM,059XX S CALUMET AVE,810,THEFT,OVER $500,APARTMENT,N,N,232,20,6,1179499,1865673,41.78668909,-87.61739979,"(41.786689088, -87.617399787)"
JE421804,10/25/2021 9:30:00 AM,001XX E CHESTNUT ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,COMMERCIAL / BUSINESS OFFICE,N,N,1833,42,26,1177081,1906353,41.89837293,-87.62503531,"(41.89837293, -87.625035314)"
JE488718,12/25/2021 5:00:00 PM,008XX W 68TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,723,6,08B,1171952,1859763,41.77064048,-87.64524434,"(41.770640477, -87.645244342)"
JE425379,10/25/2021 3:15:00 PM,060XX S ROCKWELL ST,560,ASSAULT,SIMPLE,SIDEWALK,N,N,825,16,08A,1160073,1864614,41.78420485,-87.68865502,"(41.784204848, -87.688655024)"
JE488661,12/25/2021 8:00:00 AM,035XX S WENTWORTH AVE,820,THEFT,$500 AND UNDER,STREET,N,N,915,11,6,1175526,1881510,41.83023716,-87.63149261,"(41.830237163, -87.631492613)"
JE488597,12/25/2021 1:22:00 PM,008XX N STATE ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,Y,N,1833,2,6,1176204,1906464,41.89869734,-87.62825308,"(41.898697342, -87.628253084)"
JE493108,12/10/2021 1:00:00 PM,094XX S RACINE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2222,21,7,1169982,1842178,41.72242787,-87.65297526,"(41.722427871, -87.652975263)"
JE492809,12/13/2021 9:00:00 AM,030XX S ALBANY AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,BANK,N,N,1033,12,11,1156173,1884416,41.8386235,-87.70242104,"(41.838623504, -87.702421038)"
JE488711,12/25/2021 4:30:00 PM,054XX S PRAIRIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,231,3,14,1178970,1868860,41.79544659,-87.61924231,"(41.79544659, -87.619242305)"
JE488464,12/25/2021 1:00:00 AM,009XX N CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,1211,26,7,1157549,1906300,41.89864758,-87.69677629,"(41.898647582, -87.696776293)"
JE491297,12/25/2021 12:00:00 AM,021XX W 83RD ST,495,BATTERY,AGGRAVATED OF A SENIOR CITIZEN,RESIDENCE,N,Y,614,18,04B,1163334,1849583,41.74288995,-87.6771193,"(41.742889945, -87.677119303)"
JE488599,12/25/2021 12:30:00 PM,038XX W FILLMORE ST,560,ASSAULT,SIMPLE,APARTMENT,N,Y,1133,24,08A,1151050,1895100,41.86804342,-87.72094045,"(41.868043424, -87.720940449)"
JE490219,12/25/2021 9:00:00 PM,121XX S STEWART AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,523,34,6,1175816,1824336,41.67333829,-87.63213821,"(41.673338288, -87.632138209)"
JE489279,12/25/2021 12:00:00 AM,114XX S ELIZABETH ST,810,THEFT,OVER $500,STREET,N,N,2234,34,6,1170051,1828721,41.68549826,-87.65311186,"(41.685498262, -87.65311186)"
JE483663,12/20/2021 11:48:00 AM,086XX S CHAPPEL AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,Y,N,412,8,26,1191346,1848075,41.73811984,-87.57453228,"(41.73811984, -87.574532281)"
JE488827,12/25/2021 7:12:00 PM,005XX W VAN BUREN ST,2820,OTHER OFFENSE,TELEPHONE THREAT,GOVERNMENT BUILDING / PROPERTY,N,N,121,25,08A,1172931,1898443,41.87676041,-87.64051238,"(41.876760413, -87.640512384)"
JE422349,10/25/2021 6:50:00 PM,066XX S NORMAL BLVD,460,BATTERY,SIMPLE,APARTMENT,N,N,722,6,08B,1174232,1861069,41.77417393,-87.63684801,"(41.77417393, -87.636848007)"
JE421359,10/25/2021 12:00:00 AM,012XX N KARLOV AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,Y,2534,37,14,1148827,1907798,41.90293136,-87.72877316,"(41.902931363, -87.728773159)"
JE422636,10/25/2021 5:48:00 PM,035XX N KIMBALL AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1732,35,6,1153099,1923246,41.94523828,-87.71267048,"(41.945238279, -87.712670479)"
JE422321,10/25/2021 5:05:00 PM,080XX S CHAPPEL AVE,560,ASSAULT,SIMPLE,SCHOOL - PUBLIC GROUNDS,N,N,414,8,08A,1191261,1851997,41.74888422,-87.57471702,"(41.748884218, -87.574717019)"
JE488811,12/25/2021 6:00:00 PM,036XX S PAULINA ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,ALLEY,N,Y,912,12,08B,1165609,1880686,41.82819259,-87.66790162,"(41.828192586, -87.667901616)"
JE488298,12/25/2021 2:10:00 AM,024XX W 66TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,Y,832,16,08B,1161065,1860820,41.77377312,-87.6851228,"(41.77377312, -87.685122804)"
JE422280,10/25/2021 5:50:00 PM,016XX S THROOP ST,5001,OTHER OFFENSE,OTHER CRIME INVOLVING PROPERTY,APARTMENT,N,N,1233,25,26,1167971,1891968,41.85910091,-87.65891064,"(41.859100911, -87.658910637)"
JE489370,12/25/2021 1:00:00 PM,054XX S CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,923,14,7,1158632,1868505,41.79491182,-87.69383221,"(41.794911815, -87.693832208)"
JE488587,12/25/2021 12:00:00 PM,082XX S JUSTINE ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,N,Y,614,21,08B,1167437,1850125,41.74429043,-87.66207025,"(41.744290427, -87.662070251)"
JE492578,12/22/2021 4:30:00 PM,059XX N MAPLEWOOD AVE,890,THEFT,FROM BUILDING,RESIDENCE - PORCH / HALLWAY,N,N,2011,40,6,1158257,1939281,41.98913511,-87.69327129,"(41.989135109, -87.693271289)"
JE424400,10/25/2021 3:30:00 PM,051XX S WENTWORTH AVE,580,STALKING,SIMPLE,POLICE FACILITY / VEHICLE PARKING LOT,N,N,225,3,08A,1175826,1871120,41.80171934,-87.63070362,"(41.80171934, -87.630703621)"
JE422367,10/25/2021 6:40:00 PM,0000X W TERMINAL ST,1478,CONCEALED CARRY LICENSE VIOLATION,PROHIBITED PLACES,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,Y,N,1653,41,15,1101811,1934419,41.97676298,-87.90098372,"(41.976762981, -87.900983721)"
JE422080,10/25/2021 2:00:00 PM,068XX S KENNETH AVE,810,THEFT,OVER $500,STREET,N,N,833,13,6,1147888,1858913,41.76880238,-87.73347629,"(41.768802381, -87.733476291)"
JE422631,10/25/2021 10:00:00 PM,037XX N LEAVITT ST,810,THEFT,OVER $500,STREET,N,N,1921,47,6,1161034,1924621,41.94884999,-87.6834661,"(41.948849985, -87.683466096)"
JE422302,10/25/2021 5:35:00 PM,022XX S WENTWORTH AVE,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,914,25,6,1175321,1889596,41.85243038,-87.6320025,"(41.852430375, -87.6320025)"
JE423114,10/25/2021 9:00:00 PM,102XX S CHARLES ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE - GARAGE,N,N,2213,34,5,1168324,1836948,41.70811174,-87.6591983,"(41.70811174, -87.659198297)"
JE422522,10/25/2021 11:05:00 PM,015XX S CALIFORNIA BLVD,558,ASSAULT,AGGRAVATED PROTECTED EMPLOYEE - OTHER DANGEROUS WEAPON,HOSPITAL BUILDING / GROUNDS,N,N,1023,28,04A,1157932,1892551,41.8609112,-87.69574471,"(41.860911204, -87.695744714)"
JE422374,10/25/2021 9:00:00 AM,015XX N KEDVALE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,N,N,2534,26,26,1148438,1909766,41.90833927,-87.73015121,"(41.908339268, -87.730151211)"
JE423207,10/25/2021 9:00:00 PM,065XX S CALIFORNIA AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,831,17,7,1158839,1861067,41.77449667,-87.69327617,"(41.774496674, -87.693276172)"
JE421331,10/25/2021 2:00:00 AM,078XX S SOUTH SHORE DR,810,THEFT,OVER $500,RESIDENCE,N,Y,421,7,6,1197772,1854117,41.75454164,-87.55078814,"(41.754541644, -87.550788144)"
JE422403,10/25/2021 7:30:00 PM,021XX E 71ST ST,890,THEFT,FROM BUILDING,GROCERY FOOD STORE,N,N,333,5,6,1191527,1858274,41.76610239,-87.57353917,"(41.766102387, -87.573539169)"
JE421984,10/25/2021 10:00:00 AM,001XX E CHICAGO AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,1833,42,6,1177003,1905748,41.89671455,-87.62534014,"(41.896714548, -87.625340136)"
JE422863,10/25/2021 4:00:00 PM,002XX N ALBANY AVE,520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,NURSING / RETIREMENT HOME,N,N,1222,27,04A,1155670,1901659,41.88595029,-87.70380285,"(41.885950291, -87.703802846)"
JE488380,12/25/2021 6:15:00 AM,007XX W 61ST ST,281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,N,N,711,16,2,1172380,1864419,41.78340767,-87.64353856,"(41.783407674, -87.643538564)"
JE422466,10/25/2021 9:45:00 PM,032XX W MONTROSE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,1724,33,7,1154176,1929065,41.96118454,-87.70855589,"(41.961184538, -87.708555894)"
JE422650,10/25/2021 3:15:00 PM,074XX S CICERO AVE,560,ASSAULT,SIMPLE,FACTORY / MANUFACTURING BUILDING,N,N,833,18,08A,1145679,1855116,41.75842474,-87.74166926,"(41.75842474, -87.741669261)"
JE422517,10/25/2021 5:00:00 PM,050XX N TROY ST,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,1713,33,5,1154463,1933389,41.97304411,-87.70738458,"(41.973044107, -87.707384581)"
JE488285,12/25/2021 2:04:00 AM,023XX S WABASH AVE,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,N,N,131,3,3,1177112,1888955,41.8506311,-87.62544847,"(41.850631098, -87.625448467)"
JE422490,10/25/2021 10:13:00 PM,014XX S KEDZIE AVE,810,THEFT,OVER $500,VEHICLE NON-COMMERCIAL,N,N,1022,24,6,1155260,1892959,41.86208483,-87.70554213,"(41.862084834, -87.705542133)"
JE423050,10/25/2021 9:30:00 PM,003XX W 42ND ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,N,N,925,3,14,1174863,1877111,41.81818076,-87.63405652,"(41.818180759, -87.634056519)"
JF186941,03/25/2022 7:55:00 PM,021XX W 21ST ST,810,THEFT,OVER $500,STREET,N,N,1234,25,6,,,,,
JE421915,10/25/2021 11:50:00 AM,013XX E 53RD ST,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,N,N,234,4,6,1185977,1870393,41.79949066,-87.59349938,"(41.799490663, -87.593499384)"
JE491387,12/25/2021 9:28:00 PM,027XX S WENTWORTH AVE,2250,LIQUOR LAW VIOLATION,LIQUOR LICENSE VIOLATION,COMMERCIAL / BUSINESS OFFICE,Y,N,914,11,22,1175402,1886187,41.84307401,-87.63180742,"(41.843074007, -87.631807419)"
JE423258,10/25/2021 2:00:00 AM,044XX S COTTAGE GROVE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,221,4,7,1182339,1875765,41.81431701,-87.60667414,"(41.814317008, -87.606674143)"
JE421317,10/25/2021 12:49:00 AM,091XX S DOBSON AVE,141A,WEAPONS VIOLATION,UNLAWFUL USE - HANDGUN,ALLEY,N,N,413,8,15,1184812,1844615,41.72878082,-87.59857919,"(41.728780816, -87.598579188)"
JE424061,10/25/2021 8:24:00 AM,006XX W OHARE ST,810,THEFT,OVER $500,AIRPORT BUILDING NON-TERMINAL - SECURE AREA,N,N,1651,41,6,1095195,1928299,41.96005781,-87.92542167,"(41.960057812, -87.925421672)"
JE421853,10/25/2021 12:30:00 PM,049XX S MARSHFIELD AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,931,20,08B,1166178,1871832,41.80388412,-87.66606626,"(41.803884123, -87.666066261)"
JE421860,10/25/2021 12:35:00 PM,036XX W BELMONT AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,N,Y,2523,30,08B,1151722,1921040,41.93921209,-87.71779006,"(41.939212093, -87.717790061)"
JE422072,10/25/2021 3:27:00 PM,020XX W MONTROSE AVE,810,THEFT,OVER $500,STREET,N,N,1911,47,6,1162101,1929222,41.9614531,-87.67941494,"(41.961453096, -87.679414944)"
JE421348,10/25/2021 2:48:00 AM,080XX S KIMBARK AVE,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,N,411,8,26,1186275,1851902,41.74874271,-87.59299031,"(41.748742708, -87.592990314)"
JE425493,10/25/2021 1:30:00 PM,072XX S TROY ST,810,THEFT,OVER $500,RESIDENCE,N,Y,831,18,6,1156627,1856357,41.76161661,-87.7015119,"(41.761616607, -87.701511896)"
JE422445,10/25/2021 8:35:00 PM,087XX S STATE ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,GAS STATION,N,N,632,9,7,1177810,1847135,41.73585717,-87.62415286,"(41.735857166, -87.624152861)"
JE421376,10/25/2021 4:55:00 AM,087XX S STATE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,BARBERSHOP,N,N,632,9,14,1177812,1847049,41.73562113,-87.62414813,"(41.735621127, -87.62414813)"
JF293270,06/24/2022 1:00:00 AM,054XX S Ingleside Ave,810,THEFT,OVER $500,STREET,N,N,233,5,6,,,,,
JE423278,10/25/2021 5:13:00 PM,062XX S EBERHART AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,313,20,6,1180654,1863710,41.78127596,-87.61322526,"(41.781275961, -87.613225264)"
JE422277,10/25/2021 11:59:00 AM,054XX W AGATITE AVE,1305,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE - GARAGE,N,N,1623,38,14,1139350,1929057,41.96144628,-87.76306503,"(41.961446282, -87.763065028)"
JE421529,10/25/2021 9:00:00 AM,018XX N RICHMOND ST,560,ASSAULT,SIMPLE,STREET,N,N,1421,1,08A,1156525,1912139,41.91469108,-87.70037915,"(41.914691083, -87.700379148)"
JE422289,10/25/2021 12:00:00 PM,009XX W WEBSTER AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,1812,43,11,1169476,1914811,41.92175106,-87.65272121,"(41.921751061, -87.652721205)"
JE422737,10/25/2021 12:20:00 AM,053XX W DIVISION ST,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,N,N,2532,37,5,1140275,1907473,41.90220061,-87.76019465,"(41.902200612, -87.760194649)"
JE421320,10/25/2021 12:35:00 AM,031XX N LONG AVE,460,BATTERY,SIMPLE,SIDEWALK,N,N,2514,30,08B,1139812,1920539,41.93806363,-87.76157536,"(41.938063627, -87.761575356)"
JE493250,12/19/2021 12:00:00 AM,022XX N MILWAUKEE AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,ATM (AUTOMATIC TELLER MACHINE),N,N,1431,1,11,1157386,1915087,41.92276315,-87.6971356,"(41.922763145, -87.697135597)"
JE422151,10/25/2021 4:10:00 PM,0000X N STATE ST,860,THEFT,RETAIL THEFT,DRUG STORE,N,N,112,42,6,1176365,1900502,41.88233367,-87.62784179,"(41.88233367, -87.627841791)"
JE488849,12/25/2021 8:49:00 PM,002XX N LEAMINGTON AVE,497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,N,Y,1532,28,04B,1142002,1901125,41.88474911,-87.75400848,"(41.884749109, -87.754008475)"
JE421294,10/25/2021 12:27:00 AM,002XX W 87TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),N,N,622,21,14,1176467,1847230,41.73614812,-87.62907024,"(41.736148121, -87.629070243)"
JE422233,10/25/2021 5:06:00 PM,087XX S LAFAYETTE AVE,560,ASSAULT,SIMPLE,RESTAURANT,N,N,634,21,08A,1177466,1846940,41.73532983,-87.62541902,"(41.735329834, -87.625419019)"
JE422090,10/25/2021 2:46:00 PM,026XX N ELSTON AVE,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,N,N,1432,1,6,1160867,1917657,41.92974382,-87.68427378,"(41.929743818, -87.684273777)"
JE488916,12/25/2021 11:00:00 PM,031XX W 54TH ST,560,ASSAULT,SIMPLE,APARTMENT,N,N,923,14,08A,1156334,1868652,41.79536181,-87.70225508,"(41.795361805, -87.702255079)"
JE422426,10/25/2021 6:40:00 PM,030XX N BROADWAY,560,ASSAULT,SIMPLE,GROCERY FOOD STORE,N,N,1934,44,08A,1171721,1920469,41.93722767,-87.64430547,"(41.937227668, -87.644305471)"
